,id,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id.1,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,label,avg_sentence_length,avg_word_length,characer_count,is_quoted_retweet,number_all_caps,random_caps,is_mention,comma,period,semicolon,colon,qmark,emark,asterisk,ellipsis,period_of_day,weekday,starts_with_I,crooked,sleepy,dishonest,irrelevant,hypocrite,fake,racist,anti-semitic,hater,disgraced,terrible,nasty,lying,lightweight,wacky,neurotic,nut job,nutjob,dope,clown,dummy,sad,disaster,little,crying,no clue,stupid,loser,dying,failed,failing,weak,crazy,phony,media,overrated,wow,begged,beg,dirty,fraud,bimbo,enjoy,hillary,jeb,ted,biden,obama,pocahontas,puppet,lyin,corrupt,dopey,sloppy,low iq,low i.q.,psycho,goofball,lowlife,slippery,@barackobama,(we),make america great again,makeamericagreatagain,maga,#trump,democrat,foxnews,cnn,msnbc,fakenews,fake news,clinton,americafirst,america first,trump,make america safe again,@realdonaldtrump,a.m.,p.m.,join me,neg,neu,pos,compound,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
509,509,Will be in Terre Haute; Indiana in a short while -- big rally! See you soon!,False,10437,,5/1/2016 16:10,False,,726806000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2831,False,False,,,-1,8.0,3.6875,75,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,"11376   NaN
Name: anger, dtype: float64","11376   NaN
Name: anticipation, dtype: float64","11376   NaN
Name: disgust, dtype: float64","11376   NaN
Name: fear, dtype: float64","11376   NaN
Name: joy, dtype: float64","11376   NaN
Name: negative, dtype: float64","11376   NaN
Name: positive, dtype: float64","11376   NaN
Name: sadness, dtype: float64","11376   NaN
Name: surprise, dtype: float64","11376   NaN
Name: trust, dtype: float64"
510,510,I watched Sen. Graham @FaceTheNation. Why don't they say that I ran him out of the race like a little boy; and in the end he had no support?,False,13500,,5/1/2016 15:47,False,,726800000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4072,False,False,,,-1,9.666666666666666,3.7586206896551726,139,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.757,0.171,1.4588,"13871   NaN
Name: anger, dtype: float64","13871   NaN
Name: anticipation, dtype: float64","13871   NaN
Name: disgust, dtype: float64","13871   NaN
Name: fear, dtype: float64","13871   NaN
Name: joy, dtype: float64","13871   NaN
Name: negative, dtype: float64","13871   NaN
Name: positive, dtype: float64","13871   NaN
Name: sadness, dtype: float64","13871   NaN
Name: surprise, dtype: float64","13871   NaN
Name: trust, dtype: float64"
511,511,Thank you Indiana! #Trump2016 https://t.co/shPWexfkVX,False,17166,,5/1/2016 13:59,False,,726773000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6443,False,False,,,-1,2.0,9.4,52,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.589,0.411,1.4199,0,0,0,0,0,0,0,0,0,0
512,512,I will be in Indiana on Sunday and Monday at four MAKE AMERICA GREAT AGAIN rallies. See you there!,False,17790,,5/1/2016 3:10,False,,726610000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5674,False,False,,,1,9.5,4.105263157894737,97,0,4,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.768,0.232,1.729,"7611    0
Name: anger, dtype: int64","7611    0
Name: anticipation, dtype: int64","7611    0
Name: disgust, dtype: int64","7611    0
Name: fear, dtype: int64","7611    0
Name: joy, dtype: int64","7611    0
Name: negative, dtype: int64","7611    0
Name: positive, dtype: int64","7611    0
Name: sadness, dtype: int64","7611    0
Name: surprise, dtype: int64","7611    0
Name: trust, dtype: int64"
513,513,Thank you @MikeOzanian for the nice comments on @FoxNews today. Great job!,False,9895,,4/30/2016 23:33,False,,726555000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,2567,False,False,,,1,6.0,5.083333333333333,73,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.481,0.519,1.8655,"2369   NaN
Name: anger, dtype: float64","2369   NaN
Name: anticipation, dtype: float64","2369   NaN
Name: disgust, dtype: float64","2369   NaN
Name: fear, dtype: float64","2369   NaN
Name: joy, dtype: float64","2369   NaN
Name: negative, dtype: float64","2369   NaN
Name: positive, dtype: float64","2369   NaN
Name: sadness, dtype: float64","2369   NaN
Name: surprise, dtype: float64","2369   NaN
Name: trust, dtype: float64"
514,514,Trump locks down Delaware GOP delegates. #Trump2016 #MAGA   https://t.co/sto7CYV1fw,False,12128,,4/30/2016 20:50,False,,726514000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4438,False,False,,,-1,3.3333333333333335,7.888888888888889,82,0,1,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,1.0,0.0,1.0,"13088   NaN
Name: anger, dtype: float64","13088   NaN
Name: anticipation, dtype: float64","13088   NaN
Name: disgust, dtype: float64","13088   NaN
Name: fear, dtype: float64","13088   NaN
Name: joy, dtype: float64","13088   NaN
Name: negative, dtype: float64","13088   NaN
Name: positive, dtype: float64","13088   NaN
Name: sadness, dtype: float64","13088   NaN
Name: surprise, dtype: float64","13088   NaN
Name: trust, dtype: float64"
515,515,The economy is bad and getting worse-almost ZERO growth this quarter. Nobody can beat me on the economy (and jobs). MAKE AMERICA GREAT AGAIN,False,22688,,4/30/2016 17:21,False,,726462000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8259,False,False,,,1,8.0,4.791666666666667,139,0,5,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11,0.658,0.233,1.6037,"989   NaN
Name: anger, dtype: float64","989   NaN
Name: anticipation, dtype: float64","989   NaN
Name: disgust, dtype: float64","989   NaN
Name: fear, dtype: float64","989   NaN
Name: joy, dtype: float64","989   NaN
Name: negative, dtype: float64","989   NaN
Name: positive, dtype: float64","989   NaN
Name: sadness, dtype: float64","989   NaN
Name: surprise, dtype: float64","989   NaN
Name: trust, dtype: float64"
516,516,"""@LexingtonBobby: @FoxNews @tedcruz @realDonaldTrump https://t.co/uhDlyi82Ua""",False,8968,,4/30/2016 15:53,False,,726439000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3870,False,False,,,1,3.0,14.4,77,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
517,517,"The ""protesters"" in California were thugs and criminals. Many are professionals. They should be dealt with strongly by law enforcement!",False,35531,,4/30/2016 13:31,False,,726404000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12791,False,False,,,1,6.666666666666667,5.65,134,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.747,0.087,0.5610999999999999,"9905   NaN
Name: anger, dtype: float64","9905   NaN
Name: anticipation, dtype: float64","9905   NaN
Name: disgust, dtype: float64","9905   NaN
Name: fear, dtype: float64","9905   NaN
Name: joy, dtype: float64","9905   NaN
Name: negative, dtype: float64","9905   NaN
Name: positive, dtype: float64","9905   NaN
Name: sadness, dtype: float64","9905   NaN
Name: surprise, dtype: float64","9905   NaN
Name: trust, dtype: float64"
518,518,.@AC360  Anderson; so amazing. Your mother is; and always has been; an incredible woman!,False,12830,,4/30/2016 3:07,False,,726247000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3012,False,False,,,1,7.0,5.071428571428571,88,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.716,0.284,1.7318,"8158   NaN
Name: anger, dtype: float64","8158   NaN
Name: anticipation, dtype: float64","8158   NaN
Name: disgust, dtype: float64","8158   NaN
Name: fear, dtype: float64","8158   NaN
Name: joy, dtype: float64","8158   NaN
Name: negative, dtype: float64","8158   NaN
Name: positive, dtype: float64","8158   NaN
Name: sadness, dtype: float64","8158   NaN
Name: surprise, dtype: float64","8158   NaN
Name: trust, dtype: float64"
519,519,We are now at 1001 delegates. We will win on the first ballot and are not wasting time and effort on other ballots because system is rigged!,False,33198,,4/29/2016 18:28,False,,726116000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12611,False,False,,,1,13.5,4.148148148148148,139,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.731,0.193,1.5927,"1017   NaN
Name: anger, dtype: float64","1017   NaN
Name: anticipation, dtype: float64","1017   NaN
Name: disgust, dtype: float64","1017   NaN
Name: fear, dtype: float64","1017   NaN
Name: joy, dtype: float64","1017   NaN
Name: negative, dtype: float64","1017   NaN
Name: positive, dtype: float64","1017   NaN
Name: sadness, dtype: float64","1017   NaN
Name: surprise, dtype: float64","1017   NaN
Name: trust, dtype: float64"
520,520,Thank you Indiana! #Trump2016 https://t.co/WAuI0nRNzX,False,20364,,4/29/2016 16:04,False,,726080000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7848,False,False,,,-1,2.0,9.4,52,0,0,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.589,0.411,1.4199,0,0,0,0,0,0,0,0,0,0
521,521,Crooked Hillary Clinton; perhaps the most dishonest person to have ever run for the presidency; is also one of the all time great enablers!,False,26176,,4/29/2016 13:46,False,,726045000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10373,False,False,,,1,24.0,4.791666666666667,138,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.131,0.724,0.145,1.1025,"2979   NaN
Name: anger, dtype: float64","2979   NaN
Name: anticipation, dtype: float64","2979   NaN
Name: disgust, dtype: float64","2979   NaN
Name: fear, dtype: float64","2979   NaN
Name: joy, dtype: float64","2979   NaN
Name: negative, dtype: float64","2979   NaN
Name: positive, dtype: float64","2979   NaN
Name: sadness, dtype: float64","2979   NaN
Name: surprise, dtype: float64","2979   NaN
Name: trust, dtype: float64"
522,522,Wow; the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!,False,19102,,4/29/2016 11:22,False,,726009000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5863,False,False,,,1,13.0,4.0,130,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.572,0.114,0.23560000000000003,"3179   NaN
Name: anger, dtype: float64","3179   NaN
Name: anticipation, dtype: float64","3179   NaN
Name: disgust, dtype: float64","3179   NaN
Name: fear, dtype: float64","3179   NaN
Name: joy, dtype: float64","3179   NaN
Name: negative, dtype: float64","3179   NaN
Name: positive, dtype: float64","3179   NaN
Name: sadness, dtype: float64","3179   NaN
Name: surprise, dtype: float64","3179   NaN
Name: trust, dtype: float64"
523,523,Thank you America! #Trump2016 https://t.co/KL7VZbM1jP,False,20679,,4/26/2016 19:55,False,,725051000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7686,False,False,,,-1,2.0,9.4,52,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.589,0.411,1.4199,0,0,0,0,0,0,0,0,0,0
524,524,Lets #MakeAmericaGreatAgain; Maryland! #VoteTrump   https://t.co/ZttNAmk1QS,False,8756,,4/26/2016 18:12,False,,725025000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2790,False,False,,,-1,2.0,13.4,74,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
525,525,You have until 8pm to #VoteTrump; Delaware! https://t.co/GYeV6m1qOn,False,7495,,4/26/2016 18:12,False,,725025000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2381,False,False,,,-1,3.0,7.25,66,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
526,526,Thank you for a great day yesterday; Rhode Island! #VoteTrump  https://t.co/nAlgNIIdyo,False,8083,,4/26/2016 18:05,False,,725023000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2438,False,False,,,-1,4.0,6.636363636363637,85,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.537,0.463,1.784,"3166   NaN
Name: anger, dtype: float64","3166   NaN
Name: anticipation, dtype: float64","3166   NaN
Name: disgust, dtype: float64","3166   NaN
Name: fear, dtype: float64","3166   NaN
Name: joy, dtype: float64","3166   NaN
Name: negative, dtype: float64","3166   NaN
Name: positive, dtype: float64","3166   NaN
Name: sadness, dtype: float64","3166   NaN
Name: surprise, dtype: float64","3166   NaN
Name: trust, dtype: float64"
527,527,Six hours left to #VoteTrump Connecticut! https://t.co/U1kbLMwhNI,False,7277,,4/26/2016 18:03,False,,725023000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2333,False,False,,,-1,2.6666666666666665,8.142857142857142,64,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,"6104   NaN
Name: anger, dtype: float64","6104   NaN
Name: anticipation, dtype: float64","6104   NaN
Name: disgust, dtype: float64","6104   NaN
Name: fear, dtype: float64","6104   NaN
Name: joy, dtype: float64","6104   NaN
Name: negative, dtype: float64","6104   NaN
Name: positive, dtype: float64","6104   NaN
Name: sadness, dtype: float64","6104   NaN
Name: surprise, dtype: float64","6104   NaN
Name: trust, dtype: float64"
528,528,Lets go Pennsylvania! #VoteTrump   https://t.co/TWQM8AV9p4,False,8518,,4/26/2016 18:02,False,,725022000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,2877,False,False,,,-1,2.0,10.0,57,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
529,529,Thank you for the incredible support- Melania; Barron; Ivanka; Jared; Tiffany; Don; Vanessa; Eric; and Lara!  https://t.co/mPGpPFiDl8,False,12931,,4/26/2016 16:18,False,,724996000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4230,False,False,,,-1,6.0,6.705882352941177,132,0,0,10,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.732,0.268,1.6696,"3893    0
Name: anger, dtype: int64","3893    0
Name: anticipation, dtype: int64","3893    0
Name: disgust, dtype: int64","3893    0
Name: fear, dtype: int64","3893    0
Name: joy, dtype: int64","3893    0
Name: negative, dtype: int64","3893    1
Name: positive, dtype: int64","3893    0
Name: sadness, dtype: int64","3893    0
Name: surprise, dtype: int64","3893    1
Name: trust, dtype: int64"
530,530,Thank you @DonaldJTrumpJr &amp; @EricTrump. #Trump2016   https://t.co/CMfcrZjHgM,False,10372,,4/26/2016 13:33,False,,724955000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4233,False,False,,,-1,2.6666666666666665,10.0,79,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.706,0.294,1.3612,0,0,0,0,0,0,0,0,0,0
531,531,MAKE AMERICA GREAT AGAIN!  https://t.co/xhwhJuV3aa https://t.co/2XWN52IpH2,False,10528,,4/26/2016 12:47,False,,724943000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4103,False,False,,,-1,2.0,10.833333333333334,73,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.494,0.506,1.729,"7611    0
Name: anger, dtype: int64","7611    0
Name: anticipation, dtype: int64","7611    0
Name: disgust, dtype: int64","7611    0
Name: fear, dtype: int64","7611    0
Name: joy, dtype: int64","7611    0
Name: negative, dtype: int64","7611    0
Name: positive, dtype: int64","7611    0
Name: sadness, dtype: int64","7611    0
Name: surprise, dtype: int64","7611    0
Name: trust, dtype: int64"
532,532,The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart; not being honored and almost dead. Very dumb!,False,17272,,4/26/2016 10:42,False,,724912000000000000,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,5365,False,False,,,1,7.666666666666667,4.434782608695652,126,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.388,0.431,0.181,0.26480000000000004,"8865   NaN
Name: anger, dtype: float64","8865   NaN
Name: anticipation, dtype: float64","8865   NaN
Name: disgust, dtype: float64","8865   NaN
Name: fear, dtype: float64","8865   NaN
Name: joy, dtype: float64","8865   NaN
Name: negative, dtype: float64","8865   NaN
Name: positive, dtype: float64","8865   NaN
Name: sadness, dtype: float64","8865   NaN
Name: surprise, dtype: float64","8865   NaN
Name: trust, dtype: float64"
533,533,Thank you Wilkes-Barre; Pennsylvania!   #MakeAmericaGreatAgain #Trump2016   https://t.co/FJbNlidwJF,False,13071,,4/26/2016 1:52,False,,724778000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4912,False,False,,,-1,2.6666666666666665,12.428571428571429,98,0,0,4,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.682,0.318,1.4199,0,0,0,0,0,0,0,0,0,0
534,534,Get out and VOTE tomorrow! We will MAKE AMERICA GREAT AGAIN!   #CTPrimary #DEPrimary #MDPrimary #PAPrimary #RIPrimary  https://t.co/ndi8sZI1Gt,False,11185,,4/26/2016 1:28,False,,724772000000000000,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,4838,False,False,,,-1,4.5,7.0588235294117645,141,0,5,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.747,0.253,1.7519,"13794   NaN
Name: anger, dtype: float64","13794   NaN
Name: anticipation, dtype: float64","13794   NaN
Name: disgust, dtype: float64","13794   NaN
Name: fear, dtype: float64","13794   NaN
Name: joy, dtype: float64","13794   NaN
Name: negative, dtype: float64","13794   NaN
Name: positive, dtype: float64","13794   NaN
Name: sadness, dtype: float64","13794   NaN
Name: surprise, dtype: float64","13794   NaN
Name: trust, dtype: float64"
